id,state,region,year,age,temperature,gender
TN,Tennessee,South,2019,3,92,M
TX,Texas,South,2019,3,90,M
AR,Arkansas,South,2020,3,97,F
KY,Kentucky,South,2020,3,90,F
OK,Oklahoma,South,2020,3,94,M
NC,North Carolina,South,1998,4,94,M
NM,New Mexico,West,1998,4,93,M
UT,Utah,West,1998,4.08,98,F
OH,Ohio,Midwest,1999,4,70,M
AZ,Arizona,West,2000,4,102,M
OR,Oregon,West,2000,4,90,M
TX,Texas,South,2000,4,100,F
TX,Texas,South,2002,4,96,M
AZ,Arizona,West,2003,4,99,F
NE,Nebraska,Midwest,2003,4,81,M
TX,Texas,South,2003,4,94,M
NM,New Mexico,West,2004,4,79,F
AZ,Arizona,West,2005,4,96,F
OH,Ohio,Midwest,2005,4,89,M
OK,Oklahoma,South,2005,4,93,M
NC,North Carolina,South,2006,4,83,F
TX,Texas,South,2006,4,102,M
LA,Louisiana,South,2007,4,90,M
SC,South Carolina,South,2007,4,88,M
DE,Delaware,South,2008,4,92,M
FL,Florida,South,2008,4,89,M
KS,Kansas,Midwest,2008,4,80,F
NV,Nevada,West,2008,4,90,M
TX,Texas,South,2008,4,90,F
AR,Arkansas,South,2009,4,90,F
HI,Hawaii,West,2009,4,96,M
TX,Texas,South,2009,4,96,F
AL,Alabama,South,2010,4,95,M
AL,Alabama,South,2011,4,96,M
IN,Indiana,Midwest,2011,4,85,M
TX,Texas,South,2011,4,100,F
CO,Colorado,West,2012,4,35,M
FL,Florida,South,2012,4,92,M
WV,West Virginia,South,2012,4,89,F
AL,Alabama,South,2013,4,91,M
NC,North Carolina,South,2013,4,86,M
HI,Hawaii,West,2014,4,84,F
TX,Texas,South,2014,4,88,F
NV,Nevada,West,2015,4,100,M
SC,South Carolina,South,2015,4,97,M
PA,Pennsylvania,Northeast,2016,4,97,F
AL,Alabama,South,2018,4,91,F
CT,Connecticut,Northeast,2018,4,93,M
FL,Florida,South,2018,4,93,M
MN,Minnesota,Midwest,2019,4,82,M
TX,Texas,South,2019,4,86,M
OK,Oklahoma,South,2020,4,94,F
TX,Texas,South,2020,4,78,M
TX,Texas,South,2020,4,96,M
NM,New Mexico,West,1998,5,93,M
PA,Pennsylvania,Northeast,1998,5,79,M
UT,Utah,West,1998,5,98,F
NM,New Mexico,West,1998,6,93,F
UT,Utah,West,1998,6,98,F
NM,New Mexico,West,1999,5,90,F
WA,Washington,West,1999,14,71,F
CA,California,West,2000,5,95,M
TX,Texas,South,2000,6,100,M
OK,Oklahoma,South,2000,12,106,M
CA,California,West,2000,13,105,M
NV,Nevada,West,2001,5,92,M
OH,Ohio,Midwest,2001,10,80,F
IN,Indiana,Midwest,2002,5,94,M
NV,Nevada,West,2002,5,101,M
MI,Michigan,Midwest,2002,6,90,M
CA,California,West,2003,5,100,M
TX,Texas,South,2003,5,91,M
NJ,New Jersey,Northeast,2004,10,81,M
NJ,New Jersey,Northeast,2005,5,89,M
NJ,New Jersey,Northeast,2005,6,89,M
AR,Arkansas,South,2005,7,86,M
OK,Oklahoma,South,2005,7,93,M
NC,North Carolina,South,2005,8,76,M
LA,Louisiana,South,2005,9,90,F
NJ,New Jersey,Northeast,2005,11,89,M
OK,Oklahoma,South,2006,5,97,F
OK,Oklahoma,South,2006,6,97,F
MO,Missouri,Midwest,2006,9,97,M
AZ,Arizona,West,2006,10,100,M
SD,South Dakota,Midwest,2007,5,83,M
KY,Kentucky,South,2007,8,80,M
KY,Kentucky,South,2007,11,80,M
CO,Colorado,West,2008,5,88,F
AZ,Arizona,West,2008,6,106,M
AR,Arkansas,South,2009,5,90,M
TX,Texas,South,2009,14,88,M
KY,Kentucky,South,2010,5,89,M
GA,Georgia,South,2010,6,95,F
OH,Ohio,Midwest,2011,8,100,M
TN,Tennessee,South,2012,5.25,101,M
MI,Michigan,Midwest,2013,5,87,M
WA,Washington,West,2013,5,92,M
DC,District Of Columbia,South,2013,7,92,M
CA,California,West,2013,14,87,F
CA,California,West,2014,5,87,M
IL,Illinois,Midwest,2014,5,86,M
MI,Michigan,Midwest,2014,5,77,M
TX,Texas,South,2015,5,98,M
AL,Alabama,South,2017,5,93,M
AR,Arkansas,South,2017,5,88,M
CT,Connecticut,Northeast,2018,5,87,M
MO,Missouri,Midwest,2018,5,95,F
OK,Oklahoma,South,2018,5,81,M
NY,New York,Northeast,2018,11,91,F
SC,South Carolina,South,2019,13,88,F
VA,Virginia,South,2020,0.67,96,F
TX,Texas,South,2020,4,94,F
TX,Texas,South,2020,2,94,F
